Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	22	1.7988552739165986	7.467934253031762E-6	TFAP2A, HES7, TGFB2, PKDCC, COL27A1, NPR3, HOXD13, HOXA13, BMP7, TBX3, HOXC10, BMP5, GLI2, VCAN, RASSF2, MMP16, ZIC3, COL5A2, SH3PXD2B, TLL1, SOX9, FGFR1	1045	132	19416	3.0966507177033495	0.03168166256079652	0.002926751324074539	0.0028934850714928515
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	16	1.3082583810302535	1.2550159200154284E-5	FZD5, CLSTN3, PCDHB14, PCDHB13, ZDHHC2, ADD2, PCDHB2, MAP1B, PLXNB3, PCDHB5, NRCAM, PCDHB4, PLXNB1, PCDHB3, SDK2, SPTBN2	1045	77	19416	3.860759336357422	0.05266649314075378	0.004508644692655426	0.004457398209254796
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	16	1.3082583810302535	1.477516178975856E-5	FZD1, FBN2, ACVR1, CEBPB, BMPR2, BMP7, GLI3, ACVR2A, BMP4, PPP3CA, FAM20C, PRKD1, CCN1, IL6R, DDR2, WNT4	1045	78	19416	3.811262421788738	0.06170998472676781	0.004597508402169077	0.0045452518696461625
GOTERM_BP_DIRECT	GO:0071560~cellular response to transforming growth factor beta stimulus	15	1.2264922322158627	1.493043786368988E-5	DLX1, POSTN, SMAD3, WNT5A, NFATC1, CLDN1, ZFP36L1, SMAD7, EPB41L5, SFRP1, PDGFD, PDE3A, SOX9, DDR2, WNT4	1045	69	19416	4.039109631786977	0.06233787066749907	0.004597508402169077	0.0045452518696461625
GOTERM_BP_DIRECT	GO:0043065~positive regulation of apoptotic process	38	3.107113654946852	1.6066751977863833E-5	FOXA1, HRK, TOP2A, TNFAIP8, CSRNP3, ADM, BBC3, BCL2L11, SCIN, RASSF2, ADAMTSL4, TP53INP1, RASSF6, EMILIN2, CYP1B1, PHLDA2, CCN1, BARD1, BNIP3L, JUN, GADD45B, TSC22D1, DAPK1, IGFBP3, F2R, PNMA2, BMP7, DUSP6, BMP4, MLLT11, OLFM1, ALDH1A3, SFRP1, LATS2, KCNMA1, ITGA6, RNF122, TP73	1045	327	19416	2.1591326105087574	0.06691998815229039	0.004617584518438065	0.004565099795310377
GOTERM_BP_DIRECT	GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	27	2.2076860179885527	1.9431656672383222E-5	RET, FLT3, IRS1, PROS1, PDGFA, PRR5L, SEMA3E, THBS1, FAM110C, PDGFD, RICTOR, SOX9, TGFB2, SEMA4D, GDF15, F2R, IL18, FN1, AKR1C2, MEIS3, MERTK, DCN, PLXNB1, PRKD1, HPSE, FGFR1, DDR2	1045	196	19416	2.559476613611952	0.08035788110335507	0.005235616994665255	0.005176107546106081
GOTERM_BP_DIRECT	GO:0010634~positive regulation of epithelial cell migration	11	0.8994276369582993	2.300761784137467E-5	DOCK5, EPB41L5, TGFB2, BMPR2, GLIPR2, ITGA2, ENPP2, SOX9, ARHGAP5, CLASP1, TGFBR2	1045	38	19416	5.378393351800554	0.09442663331641088	0.0058344612067156585	0.005768145131761109
GOTERM_BP_DIRECT	GO:0009952~anterior/posterior pattern specification	17	1.3900245298446443	4.3572496949085705E-5	HES7, BMPR2, HOXD13, CELSR1, PCSK5, GLI3, HOXC10, ACVR2A, PBX1, GLI2, HEY2, HOXB2, HOXC9, HOXD9, HOXC8, HES4, HOXC6	1045	95	19416	3.3248249811130695	0.17125695263285312	0.010435613019306027	0.010316998999833515
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	65	5.314799672935404	4.8089735075237136E-5	RET, FOXA1, RORC, AHR, RORB, MED16, GLI3, GLI2, ZIC3, EPC2, SOX9, EOMES, ACVR1, WNT5A, F2R, ARID5B, MITF, PAX6, ZFP90, RUNX1, SFRP1, NIF3L1, NR5A2, CREB1, NUPR1, ATF5, IRF9, KMT2E, CEBPB, INO80D, MYRF, GATA6, PBXIP1, NPAS2, NPAS3, PDLIM1, SEC14L2, NFIL3, TP53INP1, NKX2-1, HAS3, TP53BP1, WNT4, FZD1, TFAP2A, ARNT2, JUN, EGR2, SMAD3, NFYA, STAT1, FZD7, ATAD2, NFATC1, INHBA, GDF6, BMP7, TBX2, BMP4, MLLT11, CAMK4, SP3, CRLF3, NFE2L2, TP73	1045	717	19416	1.6843706832696042	0.18724033888811364	0.010600521108873743	0.010480032699146343
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	13	1.062959934587081	4.917894274587679E-5	PTGER4, POSTN, ITGAM, STAT1, IGFBP2, TNC, TNFRSF11A, THBS1, ATAT1, RPS6KB1, MAP1B, P2RY1, KCNK2	1045	58	19416	4.164461310014849	0.19104795096103355	0.010600521108873743	0.010480032699146343
GOTERM_BP_DIRECT	GO:0042475~odontogenesis of dentin-containing tooth	13	1.062959934587081	5.874776896991601E-5	NGFR, DLX1, FOXI3, GATA6, TNC, ADM, BMP7, GLI3, ACVR2A, GLI2, BMP4, BCL2L11, SCN5A	1045	59	19416	4.093877220014598	0.22374101552523495	0.012060077715681329	0.011922999588084859
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	11	0.8994276369582993	9.00064172889798E-5	SEMA7A, SEMA6A, SEMA3C, SEMA4D, SEMA3D, SEMA3A, SEMA4C, PLXNB3, SEMA3G, PLXNB1, SEMA3E	1045	44	19416	4.644976076555023	0.32161148760002556	0.017637166587854178	0.017436697749346905
GOTERM_BP_DIRECT	GO:0071773~cellular response to BMP stimulus	9	0.7358953393295176	1.3779950234472734E-4	ACVR1, BMP4, DLX1, SFRP1, BMPR2, GATA6, SOX9, BMP7, ACVR2A	1045	30	19416	5.5739712918660285	0.44793781690628554	0.0252419784475909	0.024955071246493255
GOTERM_BP_DIRECT	GO:0007165~signal transduction	103	8.421913327882256	1.4052597604782686E-4	OLFML2B, IRS1, CTNND2, RTKN2, CBLB, METRNL, ARHGAP42, RASSF2, SAMD15, ALCAM, GRB14, AKT3, RASSF6, CAPN5, GRB10, SOX9, CCN1, GUCY1A2, TLE2, TLE1, PRKCH, ANK3, MOB3B, PSG9, INPP4A, OLFM1, OLFM2, PSG4, ADGRB1, PRKD1, PLPP3, STAM2, FBN2, PDE1C, NPR3, ITPR2, TNFRSF11A, IQGAP2, KALRN, PLCXD2, RASGRP1, NDRG1, RHOBTB1, ARHGAP20, MICAL1, SFN, NLRP1, PAG1, ARHGAP28, ARHGAP26, GNG12, PTPRD, GNAL, TNFSF9, CSPG5, RADIL, ULBP1, LRP12, GABRB3, GPR27, RET, ECM1, CLIC3, PTPRS, PTPRM, ADM, VLDLR, ARHGAP5, RND3, PTPRF, PTPRG, AKAP12, DUSP10, TCP11L2, APPL2, ANKDD1A, HUNK, GAB1, IRAK4, DUSP6, RAP2B, CREB1, CDC42EP3, TNFRSF25, TNFRSF21, DDR2, PRKAA2, PPM1L, TGFBRAP1, GNA14, KCTD20, SNX27, CHN1, GDF15, STAT1, GABRA5, KCNIP3, MERTK, PDE10A, RPS6KB1, TAFA2, CAMK4, IL18R1	1045	1326	19416	1.4432354023685292	0.45438956809455466	0.0252419784475909	0.024955071246493255
GOTERM_BP_DIRECT	GO:0030509~BMP signaling pathway	15	1.2264922322158627	1.6473217168366575E-4	ACVR1, ATF2, USP15, BMPR2, HFE, WNT5A, GDF6, BMP7, ACVR2A, TGFBR2, BMP5, BMP4, SFRP1, HIVEP1, MEGF8	1045	85	19416	3.278806642274134	0.5084634075883385	0.027335746165706287	0.027025040630535884
GOTERM_BP_DIRECT	GO:0042472~inner ear morphogenesis	12	0.9811937857726901	1.6486416151898943E-4	TFAP2A, ALDH1A3, ATP8A2, PRRX1, GBX2, INSIG2, KCNQ4, EPHB2, CELSR1, SOBP, NTN1, FGFR1	1045	56	19416	3.981408065618592	0.5087430624462551	0.027335746165706287	0.027025040630535884
GOTERM_BP_DIRECT	GO:0050919~negative chemotaxis	10	0.8176614881439084	2.1898095810428378E-4	SEMA7A, SEMA6A, SEMA3C, SEMA4D, SEMA3D, SEMA3A, SEMA4C, SEMA3G, PDGFA, SEMA3E	1045	40	19416	4.644976076555023	0.6109822425516365	0.03496395964398397	0.03456654975705398
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	25	2.044153720359771	2.2822485995736393E-4	CYFIP2, ITGAM, TNXB, ITGB5, CLSTN3, CTNND2, CELSR1, NTN1, LPP, PDLIM1, NRCAM, SOX9, JAM2, ADGRV1, ITGA4, ITGA2, ITGA1, MERTK, VMP1, PKP2, FAT1, ITGA6, DSG2, CD24, PLPP3	1045	202	19416	2.2994931072054574	0.6261832821830444	0.03513847754557843	0.03473908404065304
GOTERM_BP_DIRECT	GO:0051145~smooth muscle cell differentiation	7	0.5723630417007358	2.528279551481866E-4	ACVR1, BMP4, HEY2, GATA6, TBX3, WNT4, TBX2	1045	18	19416	7.225518341307815	0.6638101072576366	0.03758418326358043	0.03715699120143349
GOTERM_BP_DIRECT	GO:0002053~positive regulation of mesenchymal cell proliferation	8	0.6541291905151267	3.3988669264614754E-4	PRRX1, STAT1, WNT5A, PDGFA, SOX9, ARHGAP5, FGFR1, TGFBR2	1045	26	19416	5.716893632683107	0.7690376567964918	0.047266178451533615	0.04672893819541551
GOTERM_BP_DIRECT	GO:0009954~proximal/distal pattern formation	8	0.6541291905151267	3.3988669264614754E-4	DLX1, HOXC9, DLL1, HOXD9, GLI3, HOXC10, PBX1, GLI2	1045	26	19416	5.716893632683107	0.7690376567964918	0.047266178451533615	0.04672893819541551
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	31	2.5347506132461164	3.528701932986647E-4	RET, SEMA7A, SEMA3C, SEMA3D, SEMA3A, FLT4, SEMA3G, PDGFA, CXCR4, TWIST1, SEMA3E, THBS1, CLDN1, MYLK, PPP3CA, PREX1, PODXL, MGAT5, FAM110C, PDGFD, EPHB2, CCN1, ACVR1, SMAD3, SEMA4D, F2R, SEMA4C, PRKCA, DAB2, DAAM2, ITGA6	1045	285	19416	2.0209720473432387	0.7816141580971812	0.04753823135345449	0.04699789886996591
GOTERM_BP_DIRECT	GO:0032967~positive regulation of collagen biosynthetic process	8	0.6541291905151267	4.377203394940458E-4	BMP4, ITGA2, F2R, INHBA, LARP6, DDR2, WNT4, RUNX1	1045	27	19416	5.505156831472621	0.8485387550950522	0.057182193441176705	0.05653224505829161
GOTERM_BP_DIRECT	GO:0001525~angiogenesis	29	2.3712183156173343	4.848738336850105E-4	ECM1, CALCRL, FLT4, NPR3, PDGFA, TGFA, AMOT, RNF213, CYP1B1, HMOX1, NRCAM, EPHB2, EPHB1, EDN2, COL27A1, FZD5, CEMIP2, IL18, FN1, GAB1, PRKCA, MEIS3, PLXDC1, PDCL3, ACKR3, AMOTL2, PRKD1, AMOTL1, FGFR1	1045	264	19416	2.040974336668117	0.8764115301873621	0.06147914991223766	0.06078036115192691
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	22	1.7988552739165986	6.014287009189081E-4	ARNT2, TGFB2, POSTN, EGLN3, SMAD3, KCNJ11, ITGA2, LIF, DIO3, CXCR4, ITPR2, ADM, WTIP, AGER, THBS1, CBFA2T3, PDLIM1, KCNMA1, DDIT4, CYP1A1, CD24, AJUBA	1045	178	19416	2.2963926670609105	0.9252449957373626	0.07378941281004812	0.07295070224922874
GOTERM_BP_DIRECT	GO:0048843~negative regulation of axon extension involved in axon guidance	7	0.5723630417007358	6.432136855389475E-4	SEMA7A, SEMA6A, SEMA3C, SEMA4D, SEMA3A, WNT5A, SEMA4C	1045	21	19416	6.193301435406699	0.9375748077231801	0.07378941281004812	0.07295070224922874
GOTERM_BP_DIRECT	GO:0007528~neuromuscular junction development	9	0.7358953393295176	6.504285981864599E-4	CACNB2, CACNB4, ALS2, COL4A1, TNC, CACNA2D2, ANK3, PDZRN3, KALRN	1045	37	19416	4.519436182594077	0.9394877819160677	0.07378941281004812	0.07295070224922874
GOTERM_BP_DIRECT	GO:0001657~ureteric bud development	9	0.7358953393295176	6.504285981864599E-4	RET, BMP4, ARG2, SFRP1, SMAD3, BMP7, CRLF1, FGFR1, SMAD7	1045	37	19416	4.519436182594077	0.9394877819160677	0.07378941281004812	0.07295070224922874
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell population proliferation	41	3.3524121013900245	6.811077550676237E-4	CDKN1A, ATP8A2, BTG1, CHD5, ADM, PDS5B, THBS1, NDRG1, DLL1, SCIN, TMEM127, TP53INP1, CYP1B1, SPEG, TP53I11, DIS3L2, TFAP2A, TGFB2, SMAD3, FZD5, IGFBP3, ITGA1, F2R, LIF, P3H2, INHBA, WNT9A, BMP7, PTPN14, CBFA2T3, BMP5, BMP4, SFRP1, CACNB4, ADGRB1, ACKR3, NUPR1, ATF5, COPS8, GSDME, TP73	1045	435	19416	1.7512093713908596	0.9469890052900064	0.0752886033870904	0.07443285261790288
GOTERM_BP_DIRECT	GO:0009410~response to xenobiotic stimulus	28	2.2894521668029433	6.987382657608E-4	RET, CDKN1A, SEMA3C, SLC1A1, GATA6, PTPRM, AHR, THBS1, NPAS2, PMS1, FZD1, TGIF1, TIGAR, RAB6C, KCNJ11, XRCC5, STAT1, ITGA2, IGFBP2, GABRG3, DUSP6, TGFBR2, SFRP1, CREB1, RPS6KB1, MAP1B, PDE3A, TP73	1045	257	19416	2.0242697298605554	0.9508713811367574	0.07530651659237023	0.07445056221681325
GOTERM_BP_DIRECT	GO:0048706~embryonic skeletal system development	9	0.7358953393295176	7.855247283713265E-4	DLX1, DMRT2, WNT5A, SP3, PCSK5, ACVR2A, PBX1, SULF2, HOXC6	1045	38	19416	4.400503651473181	0.9662146448603	0.08259505131728752	0.08165625347118521
GOTERM_BP_DIRECT	GO:0050680~negative regulation of epithelial cell proliferation	11	0.8994276369582993	8.312028716949645E-4	BMP4, DAB2, TGFB2, SFRP1, DUSP10, WNT5A, PAX6, EPPK1, SOX9, NUPR1, MTSS1	1045	57	19416	3.5855955678670357	0.9722579408563806	0.08274183298231205	0.0818013667758325
GOTERM_BP_DIRECT	GO:0071363~cellular response to growth factor stimulus	11	0.8994276369582993	8.312028716949645E-4	ACVR1, TGIF1, SFRP1, BMPR2, RPS6KB1, MAP1B, PAX9, TWIST1, THBS1, ACVR2A, TGFBR2	1045	57	19416	3.5855955678670357	0.9722579408563806	0.08274183298231205	0.0818013667758325
GOTERM_BP_DIRECT	GO:0030879~mammary gland development	7	0.5723630417007358	8.445002670428508E-4	BCL2L11, ITGA2, SOX9, ARHGAP5, HOXD9, TBX3, GLI2	1045	22	19416	5.911787733797302	0.9738047918046564	0.08274183298231205	0.0818013667758325
GOTERM_BP_DIRECT	GO:0048701~embryonic cranial skeleton morphogenesis	8	0.6541291905151267	8.713695856597325E-4	BMP4, TFAP2A, SMAD3, PRRX1, MMP16, SIX2, TWIST1, TGFBR2	1045	30	19416	4.954641148325359	0.9766722554567582	0.08347720630620237	0.08252838164626178
GOTERM_BP_DIRECT	GO:0045892~negative regulation of DNA-templated transcription	50	4.088307440719542	9.751188379958533E-4	ZBTB21, SUMO4, ZC3H8, AHR, IKZF1, RORB, GLI3, SUMO1, BASP1, HEY2, ZNF568, SOX9, ZNF488, TLE2, TLE1, ZBTB38, WNT5A, ARID5B, CBFA2T3, CDYL2, SFRP1, ZEB2, PAX9, ATF5, HMX1, SP100, TSHZ3, GATA6, TWIST1, PBXIP1, CIART, ATXN1, NFIL3, NKX2-1, SNX6, WNT4, RUNX1T1, FZD1, ZBTB18, TFAP2A, JUN, ATP8B1, XRCC5, WTIP, BMP7, TBX3, TBX2, BMP4, SP3, ZNF219	1045	574	19416	1.61845856325959	0.9850909700946648	0.09138559370869835	0.09034688016387668
GOTERM_BP_DIRECT	GO:0030326~embryonic limb morphogenesis	9	0.7358953393295176	0.0011230959150885264	FBN2, TGFB2, FRAS1, PRRX1, MEGF8, BMP7, HOXC10, PBX1, FGFR1	1045	40	19416	4.180478468899521	0.9921275610137799	0.1030141806371625	0.10184329340653829
GOTERM_BP_DIRECT	GO:0007179~transforming growth factor beta receptor signaling pathway	15	1.2264922322158627	0.0012178491006699201	ACVR1, TGFB2, USP15, JUN, SMAD3, ITGB5, GDF15, TGFBRAP1, TGFBR2, SMAD7, PSG9, COL3A1, DAB2, SKIL, APPL2	1045	103	19416	2.705811306731082	0.9947700157618449	0.10800605542752494	0.10677842918861315
GOTERM_BP_DIRECT	GO:0035790~platelet-derived growth factor receptor-alpha signaling pathway	10	0.8176614881439084	0.001238753196343633	RET, EPHA10, FLT3, FLT4, PDGFA, EPHB2, MERTK, EPHB1, FGFR1, DDR2	1045	50	19416	3.715980861244019	0.9952212458222887	0.10800605542752494	0.10677842918861315
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	13	1.062959934587081	0.0012526798356242745	RET, EPHA10, FLT3, IRS1, FLT4, CRIM1, MERTK, GIGYF2, GRB10, EPHB2, EPHB1, FGFR1, DDR2	1045	81	19416	2.981959950381003	0.99550004563765	0.10800605542752494	0.10677842918861315
GOTERM_BP_DIRECT	GO:0032924~activin receptor signaling pathway	7	0.5723630417007358	0.0013892170066157376	ACVR1, BMPR2, SMAD3, INHBA, GDF6, ACVR2A, TGFBR2	1045	24	19416	5.419138755980862	0.9975040311866481	0.11742969638275381	0.11609495847443672
GOTERM_BP_DIRECT	GO:0060687~regulation of branching involved in prostate gland morphogenesis	4	0.3270645952575634	0.0014283536020927036	BMP4, SFRP1, HOXD13, BMP7	1045	5	19416	14.863923444976075	0.9978920391253653	0.1184160072811855	0.11707005869459815
GOTERM_BP_DIRECT	GO:0060441~epithelial tube branching involved in lung morphogenesis	6	0.49059689288634506	0.00160062312235159	FOXA1, BMP4, LAMA1, NKX2-1, SOX9, TBX2	1045	17	19416	6.557613284548269	0.9989980573958605	0.1271442671328675	0.12569911076786852
GOTERM_BP_DIRECT	GO:0010765~positive regulation of sodium ion transport	6	0.49059689288634506	0.00160062312235159	WNK3, PKP2, ANK3, SCN5A, SCN3B, SCN4B	1045	17	19416	6.557613284548269	0.9989980573958605	0.1271442671328675	0.12569911076786852
GOTERM_BP_DIRECT	GO:0071456~cellular response to hypoxia	18	1.4717906786590351	0.0016349941490734355	BNIP3L, EGLN3, TIGAR, GATA6, TWIST1, INHBA, BMP7, NDRG1, ZFP36L1, BBC3, PTPRD, SFRP1, MALAT1, SCN2A, KCNK2, CPEB2, NFE2L2, DDR2	1045	142	19416	2.355199137408181	0.9991362508442233	0.1271442671328675	0.12569911076786852
GOTERM_BP_DIRECT	GO:0051056~regulation of small GTPase mediated signal transduction	16	1.3082583810302535	0.001651607274284523	PLEKHG1, SWAP70, MCF2, DOCK8, ARHGAP28, SIPA1L2, ARHGAP5, ARHGAP26, KALRN, AMOT, TIAM2, PREX1, ARHGAP20, OBSCN, CHN1, ARHGEF40	1045	118	19416	2.5193090584705216	0.9991960433664719	0.1271442671328675	0.12569911076786852
